order_id,shipping_carrier,actual_shipping_cost,delivery_days,return_handling_cost,support_tickets
763,FedEx,22.95,2,0.0,0
764,Standard,16.83,2,0.0,0
765,DHL,77.92,3,7.84,2
766,Standard,6.87,3,0.0,0
767,UPS,10.69,2,0.0,1
768,UPS,8.84,3,0.0,0
769,UPS,15.13,5,0.0,0
770,UPS,11.94,2,0.0,0
771,FedEx,24.69,4,0.0,0
772,FedEx,13.64,2,0.0,0
773,Standard,160.45,7,0.0,0
774,Standard,7.78,4,9.84,0
775,UPS,8.1,2,0.0,0
776,FedEx,9.89,2,0.0,0
777,DHL,9.74,2,8.94,0
778,Standard,14.33,6,0.0,0
779,Standard,11.51,5,13.52,1
780,UPS,8.66,3,0.0,0
781,Standard,16.44,3,0.0,0
782,Standard,15.0,4,0.0,0
783,FedEx,11.36,2,0.0,0
784,Standard,24.4,5,0.0,0
785,Standard,35.02,3,0.0,1
786,FedEx,24.64,3,11.82,0
787,UPS,12.95,2,7.13,0
788,Standard,6.44,3,0.0,0
789,UPS,9.17,1,0.0,0
790,UPS,56.78,1,7.44,0
791,Standard,5.69,1,0.0,0
792,Standard,12.66,1,0.0,1
793,DHL,36.43,2,10.55,3
794,Standard,11.61,3,0.0,0
795,UPS,39.73,4,9.78,1
796,Standard,61.39,2,13.13,1
797,Standard,49.79,1,0.0,0
798,Standard,27.44,1,0.0,0
799,Standard,9.51,1,0.0,0
800,Standard,23.4,5,0.0,0
801,UPS,6.93,1,0.0,0
802,UPS,11.67,4,0.0,0
803,Standard,9.12,3,0.0,0
804,Standard,13.18,1,0.0,0
805,Standard,39.19,2,0.0,0
806,Standard,12.85,2,0.0,1
807,DHL,16.52,3,0.0,1
808,FedEx,21.51,2,0.0,0
809,Standard,5.94,2,0.0,0
810,FedEx,38.12,2,9.58,0
811,DHL,32.64,5,0.0,0
812,FedEx,49.15,6,8.41,1
813,UPS,21.51,5,0.0,1
814,FedEx,7.77,2,7.43,0
815,UPS,15.2,2,0.0,0
816,Standard,17.72,2,13.27,1
817,Standard,8.66,3,8.46,1
818,UPS,44.51,3,25.76,0
819,Standard,19.01,8,11.5,1
820,UPS,27.29,2,10.16,1
821,Standard,12.02,2,13.91,1
822,FedEx,10.16,4,0.0,0
823,Standard,19.35,2,0.0,0
824,Standard,26.39,4,8.63,2
825,Standard,6.46,4,12.45,1
826,UPS,7.17,3,11.56,0
827,Standard,18.75,6,0.0,1
828,FedEx,10.14,3,0.0,0
829,FedEx,7.8,2,7.36,0
830,UPS,11.52,1,0.0,0
831,Standard,12.29,3,0.0,0
832,UPS,53.76,6,22.4,1
833,DHL,15.57,1,0.0,0
834,Standard,8.24,5,0.0,0
835,DHL,9.14,2,12.51,0
836,FedEx,15.95,6,11.36,1
837,FedEx,17.21,2,21.89,1
838,Standard,12.29,4,0.0,0
839,Standard,7.19,3,0.0,1
840,DHL,66.13,4,0.0,0
841,Standard,20.46,4,11.44,1
842,Standard,24.29,2,0.0,0
843,Standard,23.86,2,0.0,0
844,UPS,36.84,4,23.05,1
845,UPS,8.44,2,0.0,0
846,Standard,6.0,1,0.0,0
847,Standard,13.62,2,7.26,1
848,Standard,18.59,3,0.0,0
849,DHL,10.36,3,0.0,0
850,DHL,16.1,3,13.22,1
851,FedEx,13.01,3,0.0,0
852,DHL,13.89,1,0.0,0
853,FedEx,9.23,1,0.0,0
854,DHL,15.28,5,0.0,0
855,UPS,17.68,5,8.53,1
856,FedEx,23.12,4,0.0,0
857,DHL,13.12,3,6.64,0
858,DHL,23.33,5,0.0,0
859,FedEx,22.43,7,0.0,1
860,FedEx,29.54,8,0.0,1
861,DHL,11.75,5,7.62,1
862,Standard,28.28,7,10.23,2
863,FedEx,9.02,3,8.52,0
864,FedEx,13.2,3,0.0,0
865,FedEx,9.06,1,0.0,0
866,UPS,14.17,3,0.0,0
867,FedEx,11.15,2,9.53,1
868,Standard,16.68,6,0.0,1
869,Standard,18.9,3,0.0,0
870,UPS,19.54,5,0.0,0
871,Standard,20.91,9,0.0,2
872,FedEx,10.98,2,0.0,1
873,Standard,12.58,5,0.0,0
874,Standard,6.16,1,7.19,0
875,Standard,28.74,1,15.46,1
876,FedEx,17.71,2,0.0,0
877,Standard,13.3,2,9.19,1
878,FedEx,10.78,2,0.0,0
879,FedEx,9.34,2,0.0,0
880,UPS,13.94,3,7.69,0
881,UPS,19.06,4,0.0,0
882,FedEx,8.8,2,0.0,1
883,FedEx,37.71,2,0.0,0
884,Standard,24.74,7,0.0,2
885,DHL,10.42,3,0.0,0
886,Standard,16.78,3,0.0,0
887,UPS,8.68,2,9.96,2
888,UPS,7.92,1,6.96,1
889,FedEx,13.95,1,0.0,1
890,UPS,7.84,2,0.0,0
891,FedEx,9.89,3,0.0,0
892,UPS,14.14,4,7.54,1
893,Standard,13.15,2,0.0,1
894,FedEx,38.32,5,0.0,0
895,FedEx,11.05,2,0.0,0
896,FedEx,13.18,4,0.0,1
897,UPS,18.34,3,0.0,0
898,Standard,5.41,1,0.0,1
899,Standard,11.34,4,0.0,0
900,Standard,42.69,4,0.0,1
901,FedEx,12.31,2,0.0,0
902,UPS,12.53,3,0.0,0
903,Standard,25.76,4,0.0,0
904,FedEx,71.13,6,0.0,0
905,DHL,23.31,3,7.32,0
906,UPS,15.84,1,0.0,1
907,Standard,15.42,6,8.62,1
908,Standard,9.59,4,0.0,0
909,Standard,11.1,2,7.21,1
910,DHL,74.84,2,0.0,0
911,FedEx,10.14,2,12.39,0
912,FedEx,21.57,3,0.0,0
913,Standard,17.42,2,0.0,1
914,DHL,31.29,2,0.0,1
915,FedEx,18.69,7,0.0,2
916,Standard,12.29,6,0.0,0
917,UPS,12.01,5,0.0,0
918,FedEx,16.89,3,7.25,1
919,Standard,15.08,2,0.0,0
920,Standard,13.85,3,0.0,0
921,DHL,33.44,3,8.68,0
922,UPS,11.06,1,0.0,0
923,Standard,10.71,4,10.3,3
924,Standard,6.61,2,0.0,0
925,DHL,114.65,3,0.0,0
926,DHL,17.62,2,0.0,1
927,FedEx,10.59,2,0.0,0
928,Standard,11.74,2,0.0,0
929,DHL,22.44,3,0.0,0
930,Standard,19.36,5,0.0,0
931,UPS,7.92,2,0.0,0
932,UPS,30.35,4,0.0,0
933,DHL,11.48,1,0.0,0
934,FedEx,13.14,5,6.57,0
935,Standard,33.25,4,0.0,0
936,Standard,5.41,2,7.64,1
937,Standard,8.42,3,0.0,0
938,Standard,20.32,4,0.0,0
939,Standard,14.06,3,8.85,0
940,FedEx,15.68,1,10.4,0
941,Standard,5.98,1,12.73,1
942,FedEx,21.1,5,0.0,0
943,FedEx,8.97,3,0.0,0
944,Standard,15.48,3,10.23,1
945,FedEx,24.61,5,15.87,1
946,FedEx,11.75,3,0.0,0
947,FedEx,11.46,3,0.0,0
948,UPS,17.06,5,0.0,0
949,DHL,8.84,2,0.0,0
950,FedEx,14.43,1,0.0,0
951,Standard,9.86,2,6.84,0
952,Standard,28.74,6,0.0,0
953,Standard,7.83,2,10.56,1
954,DHL,20.14,1,0.0,1
955,Standard,28.21,3,26.04,1
956,Standard,7.51,3,0.0,0
957,Standard,16.04,2,12.18,1
958,FedEx,52.32,2,0.0,0
959,UPS,13.66,4,0.0,0
960,UPS,24.04,6,0.0,0
961,UPS,39.88,1,0.0,0
962,UPS,11.57,4,13.95,1
963,UPS,7.59,4,6.61,0
964,Standard,12.55,1,0.0,1
965,Standard,9.72,3,0.0,0
966,UPS,7.77,4,16.82,0
967,UPS,12.08,4,11.18,2
968,Standard,9.03,2,0.0,0
969,UPS,23.6,7,0.0,1
970,Standard,83.91,3,0.0,0
971,DHL,27.97,2,0.0,0
972,UPS,15.0,6,0.0,0
973,FedEx,7.83,1,9.46,0
974,Standard,6.47,3,12.19,1
975,DHL,32.93,3,0.0,0
976,UPS,25.37,2,0.0,0
977,Standard,9.04,4,8.25,0
978,Standard,21.64,3,0.0,0
979,DHL,13.22,3,0.0,0
980,FedEx,23.18,4,0.0,1
981,UPS,14.01,2,11.3,0
982,FedEx,32.15,2,0.0,0
983,FedEx,20.66,4,0.0,0
984,Standard,16.81,4,0.0,1
985,UPS,38.72,3,27.67,1
986,Standard,9.3,2,0.0,2
987,Standard,5.35,3,0.0,0
988,FedEx,70.46,4,0.0,0
989,Standard,7.84,3,0.0,0
990,FedEx,43.25,6,13.35,2
991,FedEx,10.14,2,0.0,0
992,Standard,22.45,6,0.0,0
993,UPS,20.28,2,0.0,0
994,Standard,86.07,4,11.61,2
995,Standard,13.68,1,0.0,0
996,Standard,47.72,4,11.93,1
997,Standard,27.92,1,0.0,0
998,DHL,22.56,4,0.0,0
999,FedEx,15.24,3,0.0,0
1000,FedEx,9.68,4,0.0,0
1001,FedEx,28.35,1,0.0,0
1002,Standard,20.8,2,0.0,0
1003,Standard,22.37,4,10.54,0
1004,Standard,30.42,8,9.98,3
1005,UPS,12.18,6,0.0,0
1006,UPS,12.65,3,0.0,0
1007,Standard,31.1,1,16.9,0
1008,UPS,17.89,4,0.0,0
1009,Standard,6.55,2,0.0,0
1010,UPS,16.29,4,0.0,1
1011,Standard,9.3,1,13.74,0
1012,FedEx,37.94,4,0.0,0
1013,UPS,19.16,2,0.0,0
1014,UPS,21.36,3,0.0,0
1015,Standard,38.56,2,0.0,0
1016,Standard,23.35,5,0.0,0
1017,FedEx,58.74,5,9.84,0
1018,FedEx,106.93,3,0.0,0
1019,Standard,20.26,1,9.51,1
1020,Standard,8.99,5,25.2,2
1021,Standard,9.81,1,0.0,0
1022,FedEx,11.84,2,0.0,0
1023,Standard,5.54,2,12.68,0
1024,FedEx,21.05,1,0.0,0
1025,Standard,25.8,8,0.0,1
1026,FedEx,19.99,2,6.8,0
1027,UPS,16.51,5,8.57,0
1028,Standard,7.32,4,0.0,1
1029,UPS,8.71,2,0.0,0
1030,FedEx,16.98,2,0.0,0
1031,DHL,9.7,2,0.0,0
1032,Standard,14.74,4,0.0,1
1033,Standard,7.3,2,9.86,0
1034,UPS,20.25,1,0.0,0
1035,Standard,5.31,2,8.18,0
1036,Standard,44.14,5,0.0,1
1037,Standard,49.86,3,13.5,1
1038,FedEx,22.57,8,0.0,2
1039,Standard,17.09,1,0.0,1
1040,FedEx,20.97,2,0.0,0
1041,FedEx,8.86,4,0.0,1
1042,FedEx,25.44,2,0.0,3
1043,FedEx,60.18,4,13.5,1
1044,DHL,16.41,2,8.79,1
1045,FedEx,6.98,2,0.0,1
1046,UPS,10.19,5,0.0,0
1047,FedEx,14.9,3,0.0,1
1048,Standard,6.89,1,0.0,1
1049,FedEx,13.06,3,0.0,0
1050,Standard,7.78,3,13.47,1
1051,Standard,35.23,2,0.0,0
1052,UPS,9.47,3,0.0,0
1053,Standard,22.02,2,0.0,0
1054,Standard,14.74,5,0.0,0
1055,Standard,73.53,1,0.0,1
1056,Standard,16.59,1,0.0,0
1057,DHL,39.68,7,0.0,0
1058,Standard,5.24,1,9.24,1
1059,Standard,43.45,4,12.67,3
1060,Standard,9.55,4,0.0,0
1061,UPS,9.47,4,0.0,0
1062,UPS,11.2,3,0.0,0
1063,UPS,7.84,3,6.33,1
1064,Standard,6.03,3,0.0,0
1065,DHL,12.12,2,7.83,1
1066,Standard,13.61,4,0.0,0
1067,Standard,12.44,2,0.0,0
1068,Standard,8.7,1,7.72,0
1069,FedEx,34.51,4,0.0,0
1070,Standard,27.16,4,0.0,0
1071,FedEx,12.18,4,11.98,0
1072,Standard,6.29,3,7.63,1
1073,FedEx,37.7,3,0.0,0
1074,DHL,17.74,1,0.0,0
1075,DHL,16.88,1,0.0,1
1076,FedEx,10.22,2,0.0,0
1077,FedEx,8.11,4,0.0,0
1078,Standard,9.55,5,0.0,1
1079,Standard,14.96,3,0.0,0
1080,DHL,64.3,2,0.0,0
1081,FedEx,7.07,2,0.0,0
1082,DHL,19.57,3,0.0,0
1083,FedEx,7.9,1,0.0,0
1084,Standard,68.37,4,0.0,0
1085,FedEx,33.87,1,8.15,1
1086,Standard,11.75,5,0.0,0
1087,FedEx,10.59,2,0.0,1
1088,Standard,7.17,1,15.22,1
1089,Standard,17.15,4,0.0,0
1090,DHL,9.61,2,0.0,0
1091,DHL,39.85,5,0.0,0
1092,UPS,16.54,4,0.0,0
1093,UPS,16.42,5,0.0,0
1094,Standard,20.19,4,0.0,0
1095,UPS,11.85,2,0.0,0
1096,DHL,13.96,2,0.0,0
1097,Standard,14.33,1,7.76,1
1098,FedEx,46.15,1,0.0,1
1099,UPS,47.71,2,0.0,0
1100,FedEx,9.49,2,6.64,1
1101,FedEx,21.82,6,0.0,1
1102,Standard,15.26,3,0.0,1
1103,FedEx,70.61,4,9.75,0
1104,DHL,9.13,1,0.0,0
1105,FedEx,14.27,5,0.0,0
1106,FedEx,16.18,2,8.46,2
1107,Standard,12.26,1,0.0,0
1108,Standard,45.94,8,0.0,0
1109,FedEx,11.94,6,0.0,1
1110,Standard,21.51,6,12.97,1
1111,DHL,12.88,6,0.0,0
1112,FedEx,9.97,2,9.03,0
1113,Standard,20.18,1,0.0,1
1114,DHL,10.09,2,0.0,0
1115,Standard,10.1,3,9.65,1
1116,DHL,10.46,2,7.04,1
1117,Standard,18.41,7,0.0,1
1118,Standard,7.9,2,0.0,0
1119,Standard,14.65,2,9.51,0
1120,UPS,16.82,5,0.0,0
1121,Standard,50.78,4,0.0,0
1122,DHL,18.83,2,7.44,1
1123,Standard,19.98,2,0.0,0
1124,FedEx,10.65,2,0.0,0
1125,UPS,11.11,1,0.0,2
1126,DHL,21.46,3,12.06,0
1127,UPS,8.09,1,0.0,0
1128,DHL,16.13,5,13.67,0
1129,UPS,56.53,6,0.0,0
1130,FedEx,25.06,1,0.0,0
1131,Standard,16.76,2,0.0,0
1132,FedEx,8.94,2,10.61,1
1133,FedEx,13.18,3,0.0,0
1134,Standard,22.99,3,0.0,0
1135,UPS,13.2,2,0.0,0
1136,FedEx,67.74,8,0.0,1
1137,DHL,17.86,5,11.45,1
1138,UPS,7.65,4,6.17,1
1139,DHL,76.01,1,0.0,0
1140,FedEx,31.66,4,22.38,0
1141,FedEx,35.93,7,0.0,2
1142,UPS,6.38,2,13.33,1
1143,UPS,11.68,2,0.0,0
1144,UPS,38.52,7,0.0,1
1145,FedEx,13.68,6,0.0,0
1146,Standard,19.04,5,0.0,1
1147,Standard,13.0,2,0.0,0
1148,DHL,139.83,7,9.25,1
1149,Standard,10.02,1,8.72,0
1150,UPS,41.81,2,0.0,0
1151,Standard,6.37,3,0.0,0
1152,UPS,9.54,3,0.0,0
1153,Standard,13.37,6,0.0,0
1154,Standard,8.16,3,11.8,1
1155,DHL,13.96,2,0.0,2
1156,Standard,8.1,2,0.0,0
1157,DHL,23.55,5,0.0,0
1158,Standard,5.8,2,0.0,1
1159,FedEx,42.73,3,0.0,0
1160,FedEx,14.61,4,0.0,1
1161,UPS,21.99,2,0.0,0
1162,FedEx,10.59,3,0.0,0
1163,UPS,8.46,3,0.0,0
1164,FedEx,7.8,4,0.0,0
1165,FedEx,9.33,3,7.92,0
1166,Standard,8.98,3,0.0,0
1167,FedEx,47.49,5,0.0,0
1168,Standard,22.86,1,0.0,0
1169,Standard,82.56,7,9.81,1
1170,FedEx,39.82,2,7.46,1
1171,FedEx,55.37,2,0.0,0
1172,UPS,23.49,3,0.0,1
1173,FedEx,59.77,4,0.0,0
1174,Standard,9.96,1,0.0,1
1175,FedEx,18.25,2,0.0,0
1176,UPS,11.27,3,0.0,0
1177,Standard,6.29,1,0.0,0
1178,FedEx,24.32,5,0.0,0
1179,FedEx,23.36,7,0.0,0
1180,FedEx,22.07,3,13.27,0
1181,Standard,34.01,2,13.19,2
1182,DHL,9.7,3,0.0,0
1183,UPS,31.46,6,0.0,1
1184,FedEx,73.95,3,0.0,1
1185,FedEx,16.22,4,8.3,0
1186,FedEx,15.4,1,10.21,1
1187,Standard,8.76,4,0.0,0
1188,UPS,16.57,3,11.43,1
1189,FedEx,9.66,4,0.0,0
1190,FedEx,20.0,4,0.0,1
1191,DHL,61.14,1,14.53,0
1192,Standard,17.31,6,0.0,0
1193,UPS,44.74,5,7.02,0
1194,DHL,30.35,4,0.0,0
1195,UPS,53.14,3,19.34,0
1196,FedEx,29.68,4,10.44,1
1197,FedEx,10.33,4,6.61,0
1198,Standard,9.08,2,0.0,1
1199,Standard,18.41,2,0.0,0
1200,UPS,19.49,2,0.0,0
1201,FedEx,8.71,2,0.0,0
1202,UPS,8.5,3,8.48,1
1203,UPS,27.3,2,0.0,0
1204,UPS,12.88,2,0.0,0
1205,Standard,7.19,3,0.0,0
1206,UPS,27.18,3,13.46,0
1207,UPS,20.49,2,0.0,0
1208,DHL,12.67,1,0.0,0
1209,Standard,15.35,4,0.0,0
1210,Standard,6.69,2,0.0,1
1211,Standard,16.88,1,0.0,0
1212,Standard,43.81,2,0.0,0
1213,Standard,15.08,3,16.94,0
1214,UPS,17.69,2,0.0,1
1215,FedEx,16.43,2,0.0,0
1216,FedEx,19.53,4,0.0,1
1217,Standard,15.45,6,0.0,0
1218,FedEx,12.46,3,12.11,0
1219,UPS,20.07,6,0.0,1
1220,DHL,40.75,5,13.62,1
1221,DHL,25.28,3,0.0,0
1222,UPS,33.14,7,11.28,0
1223,FedEx,31.59,2,0.0,0
1224,FedEx,28.66,2,0.0,0
1225,UPS,10.72,3,14.23,1
1226,FedEx,8.4,2,0.0,0
1227,UPS,10.31,1,0.0,0
1228,Standard,6.83,3,6.06,0
1229,FedEx,8.43,1,0.0,1
1230,FedEx,32.06,3,8.41,1
1231,FedEx,11.68,2,13.81,1
1232,FedEx,36.63,2,0.0,1
1233,FedEx,30.55,5,0.0,0
1234,UPS,7.95,2,0.0,0
1235,Standard,41.06,2,13.36,0
1236,Standard,23.73,5,0.0,0
1237,DHL,38.39,6,0.0,0
1238,FedEx,11.72,5,0.0,0
1239,FedEx,36.67,3,0.0,0
1240,FedEx,25.92,2,25.11,0
1241,Standard,22.63,2,0.0,0
1242,UPS,24.66,2,0.0,0
1243,UPS,8.74,2,0.0,0
1244,FedEx,36.42,3,0.0,2
1245,Standard,5.73,1,0.0,0
1246,Standard,11.71,3,0.0,1
1247,UPS,68.41,7,0.0,0
1248,FedEx,29.85,3,0.0,0
1249,Standard,7.78,3,10.05,0
1250,FedEx,14.27,6,6.4,1
1251,DHL,16.99,3,0.0,0
1252,DHL,19.9,4,0.0,1
1253,FedEx,6.92,3,0.0,0
1254,DHL,13.83,3,0.0,0
1255,Standard,10.37,4,0.0,1
1256,Standard,22.63,3,0.0,0
1257,FedEx,10.89,4,0.0,0
1258,Standard,9.72,1,0.0,0
1259,UPS,10.04,3,15.86,0
1260,Standard,14.16,2,10.64,1
1261,FedEx,17.02,4,0.0,0
1262,FedEx,19.2,2,0.0,0
1263,Standard,17.15,2,0.0,0
1264,DHL,31.17,2,0.0,0
1265,FedEx,23.16,3,0.0,0
1266,UPS,33.69,5,0.0,0
1267,UPS,24.24,1,0.0,0
1268,FedEx,44.0,5,12.73,2
1269,Standard,7.64,1,0.0,0
1270,UPS,25.06,7,0.0,0
1271,Standard,8.96,2,11.86,1
1272,UPS,16.02,3,11.19,1
1273,FedEx,29.43,5,0.0,0
1274,FedEx,30.76,2,0.0,1
1275,UPS,58.87,4,10.12,2
1276,Standard,8.68,4,0.0,0
1277,UPS,6.46,2,0.0,0
1278,Standard,10.89,4,0.0,0
1279,UPS,33.52,2,0.0,0
1280,FedEx,34.1,5,0.0,0
1281,UPS,13.64,2,13.94,0
1282,FedEx,15.46,2,0.0,0
1283,FedEx,11.04,3,0.0,0
1284,Standard,14.73,6,0.0,0
1285,Standard,10.49,5,0.0,1
1286,Standard,18.33,2,10.44,0
1287,Standard,5.69,2,0.0,0
1288,UPS,8.96,2,0.0,0
1289,UPS,43.46,6,0.0,0
1290,Standard,9.69,3,25.13,0
1291,DHL,9.91,4,0.0,0
1292,FedEx,33.81,2,21.45,1
1293,FedEx,53.14,5,0.0,0
1294,Standard,14.81,3,0.0,0
1295,UPS,25.79,4,7.26,1
1296,FedEx,20.75,3,0.0,0
1297,UPS,24.74,3,10.79,0
1298,FedEx,70.84,8,0.0,0
1299,UPS,28.52,2,8.99,1
1300,FedEx,37.3,1,0.0,0
1301,Standard,14.29,1,0.0,0
1302,Standard,8.52,3,12.33,0
1303,DHL,36.99,2,0.0,0
1304,UPS,9.86,2,9.74,0
1305,Standard,23.5,8,0.0,0
1306,UPS,9.99,2,0.0,0
1307,Standard,60.09,7,0.0,1
1308,Standard,10.72,1,9.58,0
1309,Standard,19.91,4,0.0,0
1310,FedEx,23.06,3,0.0,0
1311,UPS,27.54,3,6.04,0
1312,Standard,9.93,2,0.0,0
1313,UPS,25.76,3,0.0,0
1314,FedEx,7.86,1,0.0,0
1315,Standard,27.4,3,0.0,0
1316,UPS,9.55,2,12.9,0
1317,Standard,9.18,2,11.62,1
1318,UPS,7.7,1,6.22,2
1319,Standard,7.59,3,0.0,0
1320,DHL,35.58,6,13.32,2
1321,Standard,9.33,2,0.0,1
1322,FedEx,10.95,3,0.0,0
1323,UPS,10.3,3,0.0,0
1324,Standard,8.27,4,8.17,0
1325,UPS,23.09,1,0.0,0
1326,Standard,17.0,3,0.0,0
1327,FedEx,15.81,4,0.0,0
1328,UPS,51.57,3,0.0,0
1329,Standard,16.04,2,0.0,0
1330,FedEx,17.05,4,0.0,0
1331,Standard,49.21,4,0.0,0
1332,Standard,10.76,4,9.64,1
1333,UPS,12.23,2,0.0,0
1334,UPS,60.9,3,6.48,0
1335,DHL,13.83,2,0.0,0
1336,FedEx,16.13,2,13.07,2
1337,Standard,6.45,3,0.0,0
1338,FedEx,8.35,2,0.0,1
1339,Standard,8.19,3,12.78,0
1340,UPS,17.49,7,0.0,0
1341,Standard,16.95,2,6.92,1
1342,UPS,20.92,4,0.0,0
1343,DHL,28.33,6,6.29,1
1344,Standard,14.74,5,0.0,1
1345,FedEx,16.97,5,0.0,0
1346,Standard,6.35,1,0.0,0
1347,Standard,6.51,3,7.66,0
1348,Standard,27.06,3,0.0,0
1349,UPS,31.63,4,0.0,0
1350,Standard,6.0,3,0.0,0
1351,Standard,29.01,4,8.79,0
1352,Standard,8.3,2,22.41,1
1353,UPS,7.81,2,0.0,0
1354,Standard,25.12,6,0.0,0
1355,UPS,40.2,1,11.3,1
1356,Standard,19.78,2,0.0,0
1357,Standard,8.56,2,0.0,1
1358,Standard,13.01,3,0.0,0
1359,DHL,47.31,4,7.85,0
1360,FedEx,8.33,4,0.0,0
1361,Standard,7.11,3,0.0,0
1362,UPS,11.2,3,0.0,0
1363,Standard,14.74,6,0.0,0
1364,DHL,9.94,3,0.0,0
1365,Standard,16.47,6,0.0,1
1366,Standard,6.0,2,0.0,0
1367,Standard,54.75,7,0.0,2
1368,UPS,22.13,6,0.0,0
1369,Standard,6.46,2,0.0,0
1370,Standard,36.87,4,11.76,1
1371,FedEx,15.77,2,0.0,1
1372,FedEx,40.08,5,7.93,1
1373,Standard,9.12,5,0.0,0
1374,Standard,46.33,6,0.0,1
1375,FedEx,9.51,3,0.0,0
1376,DHL,15.11,4,0.0,0
1377,UPS,63.1,3,0.0,0
1378,FedEx,10.14,3,0.0,0
1379,UPS,33.56,7,0.0,0
1380,UPS,17.93,6,11.78,1
1381,FedEx,13.02,2,0.0,0
1382,Standard,10.41,3,0.0,0
1383,FedEx,138.97,4,0.0,0
1384,Standard,6.18,3,6.06,0
1385,UPS,28.88,3,0.0,0
1386,Standard,15.23,4,0.0,0
1387,UPS,7.78,5,0.0,0
1388,FedEx,9.6,2,0.0,1
1389,Standard,14.34,4,0.0,0
1390,FedEx,28.94,3,0.0,0
1391,Standard,11.68,4,0.0,0
1392,Standard,6.96,3,10.6,1
1393,Standard,12.35,2,0.0,0
1394,Standard,30.47,1,11.7,1
1395,FedEx,11.0,3,0.0,2
1396,Standard,13.25,4,15.58,1
1397,Standard,22.84,3,0.0,0
1398,UPS,157.45,3,12.18,1
1399,UPS,37.89,5,9.73,1
1400,Standard,17.05,3,0.0,0
1401,FedEx,32.69,2,0.0,0
1402,Standard,52.75,3,0.0,0
1403,DHL,8.51,1,0.0,0
1404,Standard,14.07,1,0.0,0
1405,UPS,29.06,1,0.0,1
1406,DHL,42.18,7,0.0,0
1407,Standard,7.77,1,0.0,1
1408,DHL,9.58,2,0.0,0
1409,Standard,6.46,2,0.0,0
1410,DHL,25.28,2,0.0,0
1411,DHL,13.19,4,0.0,1
1412,Standard,15.75,4,0.0,0
1413,UPS,8.32,3,0.0,1
1414,Standard,28.11,2,0.0,0
1415,UPS,24.12,3,0.0,0
1416,FedEx,56.84,4,0.0,0
1417,UPS,27.67,7,0.0,2
1418,UPS,20.47,6,0.0,0
1419,UPS,6.46,1,6.33,2
1420,UPS,60.45,6,11.95,0
1421,Standard,10.85,3,7.62,2
1422,UPS,15.91,1,0.0,0
1423,UPS,22.1,1,19.78,0
1424,UPS,24.58,3,0.0,1
1425,Standard,8.95,1,0.0,0
1426,DHL,38.74,4,11.63,1
1427,FedEx,17.78,5,0.0,0
1428,FedEx,38.55,5,12.42,0
1429,DHL,10.89,2,0.0,0
1430,Standard,8.79,2,9.09,0
1431,Standard,41.39,1,13.99,1
1432,Standard,9.33,2,0.0,0
1433,UPS,37.16,7,0.0,0
1434,Standard,13.86,2,0.0,1
1435,FedEx,13.37,2,0.0,0
1436,FedEx,30.11,8,10.23,0
1437,Standard,15.02,4,6.61,1
1438,Standard,8.88,1,11.51,1
1439,UPS,23.36,4,0.0,0
1440,FedEx,51.14,3,0.0,0
1441,FedEx,9.83,2,0.0,0
1442,Standard,21.29,3,0.0,1
1443,Standard,18.52,5,24.37,0
1444,UPS,7.31,1,0.0,0
1445,UPS,12.95,3,0.0,1
1446,Standard,14.43,3,6.23,1
1447,Standard,15.26,2,0.0,0
1448,FedEx,27.36,5,0.0,0
1449,FedEx,20.8,2,13.37,2
1450,DHL,12.58,4,0.0,0
1451,Standard,16.01,2,0.0,0
1452,UPS,20.01,3,0.0,0
1453,DHL,20.45,4,6.77,0
1454,Standard,9.26,1,9.68,1
1455,FedEx,27.09,8,0.0,1
1456,UPS,10.91,4,0.0,0
1457,Standard,15.66,4,11.72,1
1458,FedEx,33.34,5,0.0,0
1459,FedEx,7.96,1,8.77,1
1460,DHL,75.65,3,0.0,1
1461,FedEx,8.98,1,0.0,0
1462,UPS,10.49,5,0.0,0
1463,Standard,9.83,4,0.0,0
1464,Standard,14.72,1,6.72,0
1465,Standard,6.86,1,0.0,0
1466,DHL,10.13,4,0.0,0
1467,UPS,14.76,5,0.0,0
1468,Standard,14.01,3,0.0,0
1469,UPS,14.43,4,8.2,1
1470,UPS,11.68,6,12.08,1
1471,UPS,11.27,5,0.0,0
1472,Standard,26.55,4,0.0,0
1473,UPS,49.98,6,14.28,1
1474,Standard,18.96,3,9.47,0
1475,DHL,15.07,1,0.0,0
1476,FedEx,21.83,2,0.0,0
1477,UPS,16.32,5,0.0,2
1478,UPS,24.69,2,0.0,0
1479,Standard,8.1,3,0.0,0
1480,UPS,10.44,1,0.0,0
1481,Standard,29.67,3,12.61,1
1482,UPS,16.15,3,0.0,0
1483,Standard,12.76,3,0.0,0
1484,Standard,8.76,2,0.0,0
1485,UPS,17.64,7,0.0,0
1486,Standard,14.43,3,12.67,0
1487,FedEx,9.46,4,0.0,0
1488,FedEx,19.73,3,0.0,1
1489,UPS,95.64,4,11.71,1
1490,Standard,15.06,1,0.0,0
1491,Standard,13.15,4,0.0,0
1492,Standard,6.81,2,7.72,1
1493,Standard,6.57,2,0.0,0
1494,Standard,9.81,5,0.0,0
1495,FedEx,30.85,4,0.0,1
1496,UPS,17.32,5,11.01,1
1497,Standard,11.34,2,0.0,0
1498,DHL,18.23,4,12.23,1
1499,Standard,8.78,4,0.0,0
